Masses	Intensities
654.963	0.6903e0
655.000	0.6753e0
655.037	0.6819e0
655.074	0.7032e0
655.111	0.6810e0
655.148	0.6845e0
655.185	0.6883e0
655.222	0.6202e0
655.259	0.6575e0
655.296	0.6859e0
655.333	0.6719e0
655.370	0.7192e0
655.407	0.7350e0
655.444	0.7430e0
655.481	0.7245e0
655.519	0.6912e0
655.556	0.6174e0
655.593	0.6744e0
655.630	0.6324e0
655.667	0.6898e0
655.704	0.6840e0
655.741	0.6907e0
655.778	0.6923e0
655.815	0.6827e0
655.852	0.6802e0
655.889	0.6999e0
655.926	0.6750e0
655.963	0.7088e0
656.000	0.7588e0
656.037	0.7034e0
656.074	0.7064e0
656.111	0.6770e0
656.148	0.6881e0
656.185	0.6996e0
656.222	0.6869e0
656.259	0.6826e0
656.296	0.7149e0
656.333	0.7326e0
656.370	0.7236e0
656.407	0.6803e0
656.444	0.7176e0
656.481	0.7293e0
656.519	0.7177e0
656.556	0.6905e0
656.593	0.7003e0
656.630	0.7027e0
656.667	0.6487e0
656.704	0.6941e0
656.741	0.6766e0
656.778	0.7251e0
656.815	0.7391e0
656.852	0.7679e0
656.889	0.7488e0
656.926	0.7261e0
656.963	0.7034e0
657.000	0.6980e0
657.037	0.7090e0
657.074	0.6750e0
657.111	0.6689e0
657.148	0.6724e0
657.185	0.7091e0
657.222	0.7374e0
657.259	0.6917e0
657.296	0.7118e0
657.333	0.7228e0
657.370	0.7129e0
657.407	0.6962e0
657.444	0.7461e0
657.481	0.7268e0
657.519	0.6985e0
657.556	0.7561e0
657.593	0.7040e0
657.630	0.7189e0
657.667	0.6406e0
657.704	0.6329e0
657.741	0.6400e0
657.778	0.6840e0
657.815	0.6849e0
657.852	0.6991e0
657.889	0.6853e0
657.926	0.7056e0
657.963	0.6750e0
658.000	0.6780e0
658.037	0.7009e0
658.074	0.6996e0
658.111	0.6791e0
658.148	0.6985e0
658.185	0.6877e0
658.222	0.6558e0
658.259	0.6786e0
658.296	0.6772e0
658.333	0.6858e0
658.370	0.7068e0
658.407	0.6508e0
658.444	0.7258e0
658.481	0.7028e0
658.519	0.7218e0
658.556	0.7553e0
658.593	0.7044e0
658.630	0.6823e0
658.667	0.6607e0
658.704	0.6974e0
658.741	0.7540e0
658.778	0.7155e0
658.815	0.6436e0
658.852	0.6570e0
658.889	0.7010e0
658.926	0.6883e0
658.963	0.7365e0
659.000	0.6587e0
659.037	0.6963e0
659.074	0.7221e0
659.111	0.6505e0
659.148	0.6301e0
659.185	0.6931e0
659.222	0.7127e0
659.259	0.6728e0
659.296	0.7089e0
659.333	0.6420e0
659.370	0.6657e0
659.407	0.6958e0
659.444	0.7127e0
659.481	0.6987e0
659.519	0.7034e0
659.556	0.7289e0
659.593	0.7304e0
659.630	0.7316e0
659.667	0.8041e0
659.704	0.7882e0
659.741	0.7518e0
659.778	0.7823e0
659.815	0.7122e0
659.852	0.6840e0
659.889	0.7347e0
659.926	0.6995e0
659.963	0.6807e0
660.000	0.7142e0
660.037	0.6976e0
660.074	0.7430e0
660.111	0.7531e0
660.148	0.6856e0
660.185	0.7038e0
660.222	0.6298e0
660.259	0.6490e0
660.296	0.6587e0
660.333	0.6528e0
660.370	0.6381e0
660.407	0.6416e0
660.444	0.6782e0
660.481	0.6870e0
660.519	0.6812e0
660.556	0.7698e0
660.593	0.6772e0
660.630	0.7094e0
660.667	0.7057e0
660.704	0.6577e0
660.741	0.6502e0
660.778	0.7541e0
660.815	0.6963e0
660.852	0.6770e0
660.889	0.6537e0
660.926	0.6691e0
660.963	0.6515e0
661.000	0.6488e0
661.037	0.6470e0
661.074	0.6907e0
661.111	0.7231e0
661.148	0.7351e0
661.185	0.7192e0
661.222	0.6748e0
661.259	0.6665e0
661.296	0.6399e0
661.333	0.6524e0
661.370	0.6839e0
661.407	0.7111e0
661.444	0.7378e0
661.481	0.7377e0
661.519	0.7708e0
661.556	0.7027e0
661.593	0.7230e0
661.630	0.7707e0
661.667	0.7381e0
661.704	0.6734e0
661.741	0.6659e0
661.778	0.7004e0
661.815	0.6500e0
661.852	0.6709e0
661.889	0.6694e0
661.926	0.6498e0
661.963	0.6569e0
662.000	0.7033e0
662.037	0.6208e0
662.074	0.6949e0
662.111	0.6969e0
662.148	0.7215e0
662.185	0.7071e0
662.222	0.7391e0
662.259	0.7202e0
662.296	0.7462e0
662.333	0.7500e0
662.370	0.7449e0
662.407	0.7430e0
662.444	0.6811e0
662.481	0.7291e0
662.519	0.7178e0
662.556	0.7779e0
662.593	0.7255e0
662.630	0.6830e0
662.667	0.7009e0
662.704	0.6985e0
662.741	0.6781e0
662.778	0.6690e0
662.815	0.6650e0
662.852	0.6913e0
662.889	0.7126e0
662.926	0.6960e0
662.963	0.7502e0
663.000	0.7212e0
663.037	0.6927e0
663.074	0.6920e0
663.111	0.6440e0
663.148	0.6446e0
663.185	0.7170e0
663.222	0.7380e0
663.259	0.6742e0
663.296	0.6546e0
663.333	0.6379e0
663.370	0.6263e0
663.407	0.6512e0
663.444	0.6280e0
663.481	0.6434e0
663.519	0.6474e0
663.556	0.7246e0
663.593	0.6937e0
663.630	0.6871e0
663.667	0.6908e0
663.704	0.7179e0
663.741	0.7147e0
663.778	0.7616e0
663.815	0.7204e0
663.852	0.6498e0
663.889	0.6635e0
663.926	0.6580e0
663.963	0.7078e0
664.000	0.7957e0
664.037	0.6763e0
664.074	0.7137e0
664.111	0.6854e0
664.148	0.7110e0
664.185	0.7000e0
664.222	0.6898e0
664.259	0.7744e0
664.296	0.7476e0
664.333	0.7368e0
664.370	0.7642e0
664.407	0.7280e0
664.444	0.7265e0
664.481	0.7349e0
664.519	0.6996e0
664.556	0.6473e0
664.593	0.6798e0
664.630	0.6875e0
664.667	0.7173e0
664.704	0.7459e0
664.741	0.7851e0
664.778	0.7284e0
664.815	0.7612e0
664.852	0.6561e0
664.889	0.7162e0
664.926	0.7069e0
664.963	0.7105e0
665.000	0.6789e0
665.037	0.7455e0
665.074	0.7145e0
665.111	0.7193e0
665.148	0.7243e0
665.185	0.6887e0
665.222	0.6178e0
665.259	0.6195e0
665.296	0.6802e0
665.333	0.6684e0
665.370	0.6494e0
665.407	0.6559e0
665.444	0.6796e0
665.481	0.6609e0
665.519	0.6665e0
665.556	0.6266e0
665.593	0.6973e0
665.630	0.6471e0
665.667	0.7099e0
665.704	0.7136e0
665.741	0.6769e0
665.778	0.7527e0
665.815	0.7238e0
665.852	0.7407e0
665.889	0.7216e0
665.926	0.7328e0
665.963	0.6560e0
666.000	0.6782e0
666.037	0.6866e0
666.074	0.6548e0
666.111	0.7027e0
666.148	0.6990e0
666.185	0.6209e0
666.222	0.7354e0
666.259	0.7247e0
666.296	0.7445e0
666.333	0.6934e0
666.370	0.7064e0
666.407	0.7049e0
666.444	0.6860e0
666.481	0.6847e0
666.519	0.6982e0
666.556	0.7176e0
666.593	0.6606e0
666.630	0.6489e0
666.667	0.6753e0
666.704	0.6819e0
666.741	0.7076e0
666.778	0.7241e0
666.815	0.7496e0
666.852	0.7124e0
666.889	0.6593e0
666.926	0.7114e0
666.963	0.6578e0
667.000	0.7178e0
667.037	0.6721e0
667.074	0.7002e0
667.111	0.6911e0
667.148	0.6503e0
667.185	0.7336e0
667.222	0.7169e0
667.259	0.7179e0
667.296	0.6724e0
667.333	0.6740e0
667.370	0.6980e0
667.407	0.6702e0
667.444	0.7011e0
667.481	0.7395e0
667.519	0.7326e0
667.556	0.6956e0
667.593	0.7241e0
667.630	0.7354e0
667.667	0.7021e0
667.704	0.7063e0
667.741	0.7331e0
667.778	0.7281e0
667.815	0.7525e0
667.852	0.8219e0
667.889	0.7343e0
667.926	0.7375e0
667.963	0.6847e0
668.000	0.6574e0
668.037	0.6529e0
668.074	0.6102e0
668.111	0.5844e0
668.148	0.5921e0
668.185	0.6634e0
668.222	0.6479e0
668.259	0.6961e0
668.296	0.7012e0
668.333	0.7000e0
668.370	0.6814e0
668.407	0.7047e0
668.444	0.6583e0
668.481	0.6942e0
668.519	0.6983e0
668.556	0.6646e0
668.593	0.7031e0
668.630	0.6943e0
668.667	0.6607e0
668.704	0.6746e0
668.741	0.6173e0
668.778	0.6573e0
668.815	0.6368e0
668.852	0.6614e0
668.889	0.7345e0
668.926	0.7233e0
668.963	0.7239e0
669.000	0.7744e0
669.037	0.7460e0
669.074	0.7111e0
669.111	0.7237e0
669.148	0.7221e0
669.185	0.7630e0
669.222	0.7541e0
669.259	0.7488e0
669.296	0.7514e0
669.333	0.7369e0
669.370	0.7082e0
669.407	0.7047e0
669.444	0.7732e0
669.481	0.7272e0
669.519	0.6004e0
669.556	0.6495e0
669.593	0.6436e0
669.630	0.6689e0
669.667	0.7091e0
669.704	0.6851e0
669.741	0.6881e0
669.778	0.6998e0
669.815	0.7167e0
669.852	0.7179e0
669.889	0.7571e0
669.926	0.7238e0
669.963	0.7056e0
670.000	0.7479e0
670.037	0.6961e0
670.074	0.7414e0
670.111	0.7244e0
670.148	0.7405e0
670.185	0.6967e0
670.222	0.6746e0
670.259	0.6753e0
670.296	0.7388e0
670.333	0.7110e0
670.370	0.7164e0
670.407	0.8108e0
670.444	0.7383e0
670.481	0.6943e0
670.519	0.7335e0
670.556	0.6676e0
670.593	0.7002e0
670.630	0.6777e0
670.667	0.7208e0
670.704	0.7627e0
670.741	0.7439e0
670.778	0.7437e0
670.815	0.7507e0
670.852	0.6766e0
670.889	0.7175e0
670.926	0.6703e0
670.963	0.6994e0
671.000	0.6908e0
671.037	0.7192e0
671.074	0.7015e0
671.111	0.6975e0
671.148	0.6693e0
671.185	0.6500e0
671.222	0.6879e0
671.259	0.6724e0
671.296	0.6243e0
671.333	0.6783e0
671.370	0.6599e0
671.407	0.7054e0
671.444	0.6630e0
671.481	0.6640e0
671.519	0.7199e0
671.556	0.6912e0
671.593	0.7538e0
671.630	0.7196e0
671.667	0.6466e0
671.704	0.7382e0
671.741	0.7060e0
671.778	0.6887e0
671.815	0.7764e0
671.852	0.7559e0
671.889	0.7358e0
671.926	0.7073e0
671.963	0.8375e0
672.000	0.7022e0
672.037	0.7547e0
672.074	0.7402e0
672.111	0.7455e0
672.148	0.7483e0
672.185	0.7933e0
672.222	0.7635e0
672.259	0.7334e0
672.296	0.8221e0
672.333	0.7304e0
672.370	0.7113e0
672.407	0.6661e0
672.444	0.7023e0
672.481	0.6945e0
672.519	0.8248e0
672.556	0.7316e0
672.593	0.7190e0
672.630	0.6931e0
672.667	0.7411e0
672.704	0.6714e0
672.741	0.6293e0
672.778	0.7145e0
672.815	0.7189e0
672.852	0.7129e0
672.889	0.6794e0
672.926	0.6609e0
672.963	0.7074e0
673.000	0.6582e0
673.037	0.6994e0
673.074	0.6296e0
673.111	0.7018e0
673.148	0.6787e0
673.185	0.8110e0
673.222	0.6813e0
673.259	0.7307e0
673.296	0.6766e0
673.333	0.6539e0
673.370	0.6600e0
673.407	0.7052e0
673.444	0.6989e0
673.481	0.6958e0
673.519	0.7096e0
673.556	0.6966e0
673.593	0.6876e0
673.630	0.7366e0
673.667	0.7249e0
673.704	0.6991e0
673.741	0.6799e0
673.778	0.6857e0
673.815	0.7228e0
673.852	0.6961e0
673.889	0.6923e0
673.926	0.7438e0
673.963	0.7184e0
674.000	0.7823e0
674.037	0.7525e0
674.074	0.7174e0
674.111	0.7605e0
674.148	0.7283e0
674.185	0.6623e0
674.222	0.7148e0
674.259	0.6759e0
674.296	0.6562e0
674.333	0.6945e0
674.370	0.6598e0
674.407	0.6562e0
674.444	0.6510e0
674.481	0.6582e0
674.519	0.6829e0
674.556	0.6955e0
674.593	0.6909e0
674.630	0.7565e0
674.667	0.7180e0
674.704	0.6837e0
674.741	0.6742e0
674.778	0.6631e0
674.815	0.6580e0
674.852	0.6318e0
674.889	0.7244e0
674.926	0.7338e0
674.963	0.7399e0
675.000	0.7554e0
675.037	0.7840e0
675.074	0.7363e0
675.111	0.7517e0
675.148	0.7237e0
675.185	0.7469e0
675.222	0.7677e0
675.259	0.7122e0
675.296	0.7467e0
675.333	0.7361e0
675.370	0.7017e0
675.407	0.7413e0
675.444	0.7605e0
675.481	0.7515e0
675.519	0.7137e0
675.556	0.7004e0
675.593	0.6836e0
675.630	0.6502e0
675.667	0.6870e0
675.704	0.7013e0
675.741	0.6662e0
675.778	0.6625e0
675.815	0.6480e0
675.852	0.6842e0
675.889	0.6965e0
675.926	0.6482e0
675.963	0.6274e0
676.000	0.6306e0
676.037	0.6765e0
676.074	0.7155e0
676.111	0.7332e0
676.148	0.7355e0
676.185	0.7499e0
676.222	0.7119e0
676.259	0.6939e0
676.296	0.6773e0
676.333	0.6507e0
676.370	0.6362e0
676.407	0.6987e0
676.444	0.7124e0
676.481	0.6853e0
676.519	0.7233e0
676.556	0.6493e0
676.593	0.7062e0
676.630	0.6573e0
676.667	0.7358e0
676.704	0.7105e0
676.741	0.7691e0
676.778	0.7405e0
676.815	0.7623e0
676.852	0.7502e0
676.889	0.7063e0
676.926	0.6898e0
676.963	0.7117e0
677.000	0.7342e0
677.037	0.7423e0
677.074	0.7185e0
677.111	0.7728e0
677.148	0.7316e0
677.185	0.7205e0
677.222	0.6987e0
677.259	0.7293e0
677.296	0.6786e0
677.333	0.6335e0
677.370	0.6513e0
677.407	0.6247e0
677.444	0.6176e0
677.481	0.6346e0
677.519	0.7154e0
677.556	0.7124e0
677.593	0.7219e0
677.630	0.7130e0
677.667	0.7257e0
677.704	0.7002e0
677.741	0.7740e0
677.778	0.7813e0
677.815	0.7425e0
677.852	0.7684e0
677.889	0.7773e0
677.926	0.7479e0
677.963	0.7290e0
678.000	0.6792e0
678.037	0.6919e0
678.074	0.6867e0
678.111	0.7150e0
678.148	0.6729e0
678.185	0.6851e0
678.222	0.7407e0
678.259	0.7483e0
678.296	0.7460e0
678.333	0.7551e0
678.370	0.6685e0
678.407	0.6759e0
678.444	0.6786e0
678.481	0.6811e0
678.519	0.7584e0
678.556	0.7052e0
678.593	0.6807e0
678.630	0.6931e0
678.667	0.6285e0
678.704	0.6574e0
678.741	0.6032e0
678.778	0.7150e0
678.815	0.6386e0
678.852	0.6808e0
678.889	0.6805e0
678.926	0.6677e0
678.963	0.6963e0
679.000	0.6651e0
679.037	0.7114e0
679.074	0.6625e0
679.111	0.6527e0
679.148	0.6494e0
679.185	0.7374e0
679.222	0.7042e0
679.259	0.7053e0
679.296	0.7299e0
679.333	0.7300e0
679.370	0.6911e0
679.407	0.7084e0
679.444	0.7011e0
679.481	0.6707e0
679.519	0.6546e0
679.556	0.7303e0
679.593	0.7124e0
679.630	0.7300e0
679.667	0.6838e0
679.704	0.7926e0
679.741	0.7216e0
679.778	0.7243e0
679.815	0.7392e0
679.852	0.7170e0
679.889	0.7159e0
679.926	0.7746e0
679.963	0.7537e0
680.000	0.7571e0
680.037	0.7230e0
680.074	0.7645e0
680.111	0.7000e0
680.148	0.6997e0
680.185	0.7090e0
680.222	0.6754e0
680.259	0.6837e0
680.296	0.7405e0
680.333	0.7220e0
680.370	0.7496e0
680.407	0.7364e0
680.444	0.7039e0
680.481	0.7022e0
680.519	0.7085e0
680.556	0.7120e0
680.593	0.6887e0
680.630	0.7146e0
680.667	0.7230e0
680.704	0.7348e0
680.741	0.7098e0
680.778	0.7204e0
680.815	0.7765e0
680.852	0.7353e0
680.889	0.7337e0
680.926	0.6804e0
680.963	0.7031e0
681.000	0.6992e0
681.037	0.6706e0
681.074	0.7458e0
681.111	0.7142e0
681.148	0.6958e0
681.185	0.6887e0
681.222	0.6820e0
681.259	0.6960e0
681.296	0.6995e0
681.333	0.6860e0
681.370	0.6686e0
681.407	0.7320e0
681.444	0.6854e0
681.481	0.6910e0
681.519	0.6483e0
681.556	0.5996e0
681.593	0.6630e0
681.630	0.6346e0
681.667	0.6819e0
681.704	0.6320e0
681.741	0.6928e0
681.778	0.6856e0
681.815	0.7340e0
681.852	0.7354e0
681.889	0.7624e0
681.926	0.7177e0
681.963	0.6771e0
682.000	0.6719e0
682.037	0.7102e0
682.074	0.6450e0
682.111	0.6734e0
682.148	0.6872e0
682.185	0.7065e0
682.222	0.7106e0
682.259	0.6937e0
682.296	0.7008e0
682.333	0.6913e0
682.370	0.6968e0
682.407	0.7952e0
682.444	0.7396e0
682.481	0.7715e0
682.519	0.7447e0
682.556	0.7347e0
682.593	0.6827e0
682.630	0.6818e0
682.667	0.6554e0
682.704	0.6889e0
682.741	0.7520e0
682.778	0.7181e0
682.815	0.7885e0
682.852	0.7342e0
682.889	0.7343e0
682.926	0.6810e0
682.963	0.6687e0
683.000	0.7164e0
683.037	0.7177e0
683.074	0.7408e0
683.111	0.7606e0
683.148	0.6952e0
683.185	0.7329e0
683.222	0.7339e0
683.259	0.6807e0
683.296	0.7230e0
683.333	0.6687e0
683.370	0.6464e0
683.407	0.6564e0
683.444	0.6365e0
683.481	0.6512e0
683.519	0.6474e0
683.556	0.6426e0
683.593	0.6615e0
683.630	0.6732e0
683.667	0.6866e0
683.704	0.6678e0
683.741	0.6655e0
683.778	0.7265e0
683.815	0.7081e0
683.852	0.6942e0
683.889	0.6973e0
683.926	0.7866e0
683.963	0.7499e0
684.000	0.6876e0
684.037	0.6689e0
684.074	0.7022e0
684.111	0.6803e0
684.148	0.6395e0
684.185	0.6380e0
684.222	0.6572e0
684.259	0.7000e0
684.296	0.6711e0
684.333	0.7248e0
684.370	0.6601e0
684.407	0.7126e0
684.444	0.6900e0
684.481	0.6859e0
684.519	0.7393e0
684.556	0.6999e0
684.593	0.7409e0
684.630	0.7628e0
684.667	0.7605e0
684.704	0.7145e0
684.741	0.6965e0
684.778	0.7191e0
684.815	0.6879e0
684.852	0.6997e0
684.889	0.6779e0
684.926	0.7250e0
684.963	0.6847e0
685.000	0.7242e0
685.037	0.7267e0
685.074	0.7452e0
685.111	0.6946e0
685.148	0.7484e0
685.185	0.7286e0
685.222	0.7105e0
685.259	0.6836e0
685.296	0.6874e0
685.333	0.6641e0
685.370	0.7458e0
685.407	0.7165e0
685.444	0.7056e0
685.481	0.7395e0
685.519	0.7166e0
685.556	0.6631e0
685.593	0.7168e0
685.630	0.7318e0
685.667	0.7009e0
685.704	0.6962e0
685.741	0.6892e0
685.778	0.6884e0
685.815	0.7199e0
685.852	0.6753e0
685.889	0.6749e0
685.926	0.6697e0
685.963	0.7278e0
686.000	0.7058e0
686.037	0.6756e0
686.074	0.6727e0
686.111	0.7012e0
686.148	0.7094e0
686.185	0.6658e0
686.222	0.6777e0
686.259	0.6851e0
686.296	0.7733e0
686.333	0.6699e0
686.370	0.7310e0
686.407	0.6681e0
686.444	0.6572e0
686.481	0.6851e0
686.519	0.6986e0
686.556	0.7278e0
686.593	0.6875e0
686.630	0.6736e0
686.667	0.7217e0
686.704	0.7004e0
686.741	0.7337e0
686.778	0.7138e0
686.815	0.7374e0
686.852	0.7243e0
686.889	0.7642e0
686.926	0.7333e0
686.963	0.6912e0
687.000	0.7214e0
687.037	0.7346e0
687.074	0.7382e0
687.111	0.7854e0
687.148	0.7213e0
687.185	0.7185e0
687.222	0.7371e0
687.259	0.6986e0
687.296	0.7438e0
687.333	0.7017e0
687.370	0.6640e0
687.407	0.7246e0
687.444	0.7602e0
687.481	0.7254e0
687.519	0.7515e0
687.556	0.7160e0
687.593	0.7048e0
687.630	0.6547e0
687.667	0.6614e0
687.704	0.8116e0
687.741	0.6864e0
687.778	0.7112e0
687.815	0.7102e0
687.852	0.7092e0
687.889	0.7342e0
687.926	0.6453e0
687.963	0.6918e0
688.000	0.7148e0
688.037	0.7503e0
688.074	0.7323e0
688.111	0.7208e0
688.148	0.7268e0
688.185	0.7257e0
688.222	0.6937e0
688.259	0.7111e0
688.296	0.6957e0
688.333	0.6526e0
688.370	0.7220e0
688.407	0.6550e0
688.444	0.7016e0
688.481	0.6782e0
688.519	0.7375e0
688.556	0.7209e0
688.593	0.6715e0
688.630	0.7035e0
688.667	0.7281e0
688.704	0.6724e0
688.741	0.7421e0
688.778	0.7458e0
688.815	0.7268e0
688.852	0.6908e0
688.889	0.7151e0
688.926	0.6905e0
688.963	0.6847e0
689.000	0.7092e0
689.037	0.6718e0
689.074	0.6572e0
689.111	0.6361e0
689.148	0.6171e0
689.185	0.6347e0
689.222	0.6548e0
689.259	0.6568e0
689.296	0.6298e0
689.333	0.6694e0
689.370	0.7029e0
689.407	0.6936e0
689.444	0.7251e0
689.481	0.6588e0
689.519	0.6739e0
689.556	0.7120e0
689.593	0.7145e0
689.630	0.7302e0
689.667	0.7179e0
689.704	0.7370e0
689.741	0.7380e0
689.778	0.7278e0
689.815	0.7234e0
689.852	0.6545e0
689.889	0.6802e0
689.926	0.7123e0
689.963	0.6837e0
690.000	0.6817e0
690.037	0.6670e0
690.074	0.7604e0
690.111	0.7073e0
690.148	0.7296e0
690.185	0.7237e0
690.222	0.7328e0
690.259	0.7631e0
690.296	0.7715e0
690.333	0.7069e0
690.370	0.6557e0
690.407	0.6969e0
690.444	0.6860e0
690.481	0.6839e0
690.519	0.7072e0
690.556	0.6659e0
690.593	0.7196e0
690.630	0.7026e0
690.667	0.6921e0
690.704	0.7144e0
690.741	0.7861e0
690.778	0.6863e0
690.815	0.7043e0
690.852	0.7083e0
690.889	0.7501e0
690.926	0.7752e0
690.963	0.7689e0
691.000	0.6979e0
691.037	0.6996e0
691.074	0.6888e0
691.111	0.7283e0
691.148	0.7968e0
691.185	0.7151e0
691.222	0.7146e0
691.259	0.6911e0
691.296	0.6834e0
691.333	0.7522e0
691.370	0.7030e0
691.407	0.7523e0
691.444	0.7144e0
691.481	0.7396e0
691.519	0.6875e0
691.556	0.6920e0
691.593	0.6291e0
691.630	0.6056e0
691.667	0.7010e0
691.704	0.6863e0
691.741	0.6653e0
691.778	0.7293e0
691.815	0.7019e0
691.852	0.6539e0
691.889	0.6242e0
691.926	0.6538e0
691.963	0.5984e0
692.000	0.6459e0
692.037	0.6380e0
692.074	0.6913e0
692.111	0.6899e0
692.148	0.6475e0
692.185	0.6976e0
692.222	0.6999e0
692.259	0.7350e0
692.296	0.7191e0
692.333	0.6750e0
692.370	0.6861e0
692.407	0.6874e0
692.444	0.7206e0
692.481	0.7283e0
692.519	0.6756e0
692.556	0.7259e0
692.593	0.7005e0
692.630	0.7481e0
692.667	0.6956e0
692.704	0.6917e0
692.741	0.7040e0
692.778	0.7028e0
692.815	0.7272e0
692.852	0.7739e0
692.889	0.7390e0
692.926	0.8780e0
692.963	0.8111e0
693.000	0.7460e0
693.037	0.7122e0
693.074	0.7204e0
693.111	0.7144e0
693.148	0.6722e0
693.185	0.6651e0
693.222	0.7261e0
693.259	0.7105e0
693.296	0.7195e0
693.333	0.7051e0
693.370	0.6679e0
693.407	0.6290e0
693.444	0.6454e0
693.481	0.6173e0
693.519	0.6832e0
693.556	0.6929e0
693.593	0.6951e0
693.630	0.6581e0
693.667	0.6608e0
693.704	0.6685e0
693.741	0.6334e0
693.778	0.7139e0
693.815	0.7027e0
693.852	0.7204e0
693.889	0.7157e0
693.926	0.6595e0
693.963	0.7542e0
694.000	0.6875e0
694.037	0.6746e0
694.074	0.7351e0
694.111	0.6352e0
694.148	0.7387e0
694.185	0.7078e0
694.222	0.6949e0
694.259	0.7037e0
694.296	0.7496e0
694.333	0.7215e0
694.370	0.7122e0
694.407	0.7118e0
694.444	0.7362e0
694.481	0.7271e0
694.519	0.6950e0
694.556	0.7016e0
694.593	0.6966e0
694.630	0.7333e0
694.667	0.7379e0
694.704	0.7557e0
694.741	0.7007e0
694.778	0.7021e0
694.815	0.6897e0
694.852	0.7247e0
694.889	0.7023e0
694.926	0.6595e0
694.963	0.7060e0
695.000	0.6556e0
695.037	0.6650e0
695.074	0.6720e0
695.111	0.7141e0
695.148	0.6754e0
695.185	0.7027e0
695.222	0.6762e0
695.259	0.7630e0
695.296	0.7270e0
695.333	0.7376e0
695.370	0.6708e0
695.407	0.6819e0
695.444	0.6874e0
695.481	0.6632e0
695.519	0.6586e0
695.556	0.6593e0
695.593	0.6989e0
695.630	0.7992e0
695.667	0.7324e0
695.704	0.7763e0
695.741	0.7530e0
695.778	0.7045e0
695.815	0.7317e0
695.852	0.7512e0
695.889	0.7143e0
695.926	0.6788e0
695.963	0.7973e0
696.000	0.7104e0
696.037	0.7398e0
696.074	0.6920e0
696.111	0.6401e0
696.148	0.6687e0
696.185	0.7019e0
696.222	0.6689e0
696.259	0.6779e0
696.296	0.6854e0
696.333	0.6886e0
696.370	0.6853e0
696.407	0.6849e0
696.444	0.6830e0
696.481	0.6556e0
696.519	0.6790e0
696.556	0.6785e0
696.593	0.6933e0
696.630	0.6493e0
696.667	0.7008e0
696.704	0.6214e0
696.741	0.6993e0
696.778	0.7328e0
696.815	0.6518e0
696.852	0.6899e0
696.889	0.6761e0
696.926	0.7022e0
696.963	0.7280e0
697.000	0.6497e0
697.037	0.7068e0
697.074	0.7057e0
697.111	0.6894e0
697.148	0.6908e0
697.185	0.7818e0
697.222	0.7374e0
697.259	0.7294e0
697.296	0.7546e0
697.333	0.7358e0
697.370	0.7552e0
697.407	0.7033e0
697.444	0.7387e0
697.481	0.7532e0
697.519	0.7036e0
697.556	0.7382e0
697.593	0.7399e0
697.630	0.6957e0
697.667	0.6534e0
697.704	0.6470e0
697.741	0.6711e0
697.778	0.6712e0
697.815	0.6414e0
697.852	0.6477e0
697.889	0.6982e0
697.926	0.7142e0
697.963	0.6778e0
698.000	0.6708e0
698.037	0.7019e0
698.074	0.6943e0
698.111	0.6804e0
698.148	0.7032e0
698.185	0.6429e0
698.222	0.6459e0
698.259	0.6670e0
698.296	0.7343e0
698.333	0.7127e0
698.370	0.7453e0
698.407	0.6984e0
698.444	0.7299e0
698.481	0.7469e0
698.519	0.6942e0
698.556	0.7348e0
698.593	0.7115e0
698.630	0.7742e0
698.667	0.7045e0
698.704	0.7111e0
698.741	0.7773e0
698.778	0.7644e0
698.815	0.7314e0
698.852	0.7093e0
698.889	0.7617e0
698.926	0.7644e0
698.963	0.7739e0
699.000	0.7741e0
699.037	0.7522e0
699.074	0.6869e0
699.111	0.7285e0
699.148	0.6993e0
699.185	0.6623e0
699.222	0.6767e0
699.259	0.7246e0
699.296	0.7234e0
699.333	0.6412e0
699.370	0.7075e0
699.407	0.6543e0
699.444	0.6093e0
699.481	0.5824e0
699.519	0.6767e0
699.556	0.6368e0
699.593	0.6391e0
699.630	0.7021e0
699.667	0.6091e0
699.704	0.6367e0
699.741	0.6301e0
699.778	0.5961e0
699.815	0.6540e0
699.852	0.6870e0
699.889	0.7000e0
699.926	0.7356e0
699.963	0.7349e0
700.000	0.7061e0
700.037	0.7435e0
700.074	0.7566e0
700.111	0.7580e0
700.148	0.7448e0
700.185	0.7554e0
700.222	0.7256e0
700.259	0.6721e0
700.296	0.7186e0
700.333	0.7038e0
700.370	0.6734e0
700.407	0.7365e0
700.444	0.7952e0
